Time_Index,NENG_CT_NG,NENG_ME_NG,NENGREST_NG,west_north_central_coal,new_england_uranium,NENG_CT_NG_ccs90,NENG_ME_NG_ccs90,NENGREST_NG_ccs90,NENG_CT_NG_ccs100,NENG_ME_NG_ccs100,NENGREST_NG_ccs100,None
1724,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1725,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1726,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1727,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1728,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1729,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1730,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1731,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1732,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1733,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1734,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1735,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1736,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1737,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1738,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1739,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1740,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1741,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1742,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1743,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1744,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1745,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1746,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1747,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1748,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1749,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1750,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1751,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1752,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1753,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1754,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1755,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1756,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1757,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1758,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1759,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1760,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1761,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1762,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1763,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1764,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1765,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1766,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1767,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1768,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1769,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1770,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1771,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1772,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1773,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1774,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1775,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1776,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1777,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1778,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1779,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1780,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1781,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1782,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1783,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1784,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1785,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1786,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1787,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1788,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1789,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1790,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1791,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1792,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1793,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1794,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1795,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1796,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1797,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1798,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1799,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1800,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1801,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1802,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1803,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1804,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1805,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1806,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1807,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1808,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1809,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1810,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1811,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1812,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1813,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1814,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1815,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1816,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1817,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1818,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1819,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1820,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1821,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1822,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1823,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1824,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1825,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1826,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1827,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1828,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1829,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1830,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1831,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1832,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1833,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1834,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1835,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1836,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1837,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1838,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1839,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1840,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1841,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1842,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1843,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1844,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1845,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1846,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1847,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1848,1.82,1.82,2.23,1.67,0.69,1.82,1.82,2.23,0.39,0.39,0.8,0.0
1849,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1850,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1851,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1852,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1853,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1854,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1855,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1856,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1857,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1858,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1859,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1860,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1861,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1862,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1863,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1864,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1865,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1866,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1867,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1868,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1869,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1870,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1871,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1872,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1873,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1874,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1875,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1876,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1877,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1878,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1879,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1880,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1881,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1882,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1883,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1884,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1885,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1886,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1887,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1888,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1889,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1890,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1891,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1892,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1893,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1894,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1895,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1896,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1897,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1898,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1899,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1900,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1901,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1902,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1903,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1904,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1905,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1906,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1907,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1908,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1909,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1910,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1911,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1912,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1913,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1914,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1915,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1916,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1917,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1918,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1919,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1920,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1921,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1922,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1923,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1924,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1925,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1926,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1927,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1928,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1929,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1930,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1931,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1932,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1933,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1934,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1935,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1936,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1937,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1938,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1939,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1940,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1941,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1942,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1943,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1944,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1945,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1946,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1947,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1948,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1949,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1950,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1951,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1952,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1953,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1954,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1955,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1956,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1957,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1958,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1959,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1960,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1961,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1962,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1963,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1964,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1965,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1966,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1967,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1968,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1969,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1970,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1971,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1972,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1973,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1974,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1975,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1976,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1977,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1978,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1979,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1980,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1981,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1982,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1983,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1984,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1985,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1986,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1987,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1988,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1989,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1990,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1991,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1992,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1993,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
1994,1.89,1.89,2.34,1.67,0.69,1.89,1.89,2.34,0.46,0.46,0.91,0.0
